,error,category
360,Error getting metrics from dnsmasq: read udp 165.0.0.1:53159->165.0.0.1:53: read: connection refused,2
361,Error getting metrics from dnsmasq: read udp 166.0.0.1:53159->166.0.0.1:53: read: connection refused,2
362,Error getting metrics from dnsmasq: read udp 167.0.0.1:53159->167.0.0.1:53: read: connection refused,2
363,Error getting metrics from dnsmasq: read udp 168.0.0.1:53159->168.0.0.1:53: read: connection refused,2
364,Error getting metrics from dnsmasq: read udp 169.0.0.1:53159->169.0.0.1:53: read: connection refused,2
365,Error getting metrics from dnsmasq: read udp 170.0.0.1:53159->170.0.0.1:53: read: connection refused,2
366,Error getting metrics from dnsmasq: read udp 171.0.0.1:53159->171.0.0.1:53: read: connection refused,2
367,Error getting metrics from dnsmasq: read udp 172.0.0.1:53159->172.0.0.1:53: read: connection refused,2
368,Error getting metrics from dnsmasq: read udp 173.0.0.1:53159->173.0.0.1:53: read: connection refused,2
369,Error getting metrics from dnsmasq: read udp 174.0.0.1:53159->174.0.0.1:53: read: connection refused,2
370,Error getting metrics from dnsmasq: read udp 175.0.0.1:53159->175.0.0.1:53: read: connection refused,2
371,Error getting metrics from dnsmasq: read udp 176.0.0.1:53159->176.0.0.1:53: read: connection refused,2
372,Error getting metrics from dnsmasq: read udp 177.0.0.1:53159->177.0.0.1:53: read: connection refused,2
373,Error getting metrics from dnsmasq: read udp 178.0.0.1:53159->178.0.0.1:53: read: connection refused,2
374,Error getting metrics from dnsmasq: read udp 179.0.0.1:53159->179.0.0.1:53: read: connection refused,2
375,Error getting metrics from dnsmasq: read udp 180.0.0.1:53159->180.0.0.1:53: read: connection refused,2
376,Error getting metrics from dnsmasq: read udp 181.0.0.1:53159->181.0.0.1:53: read: connection refused,2
377,Error getting metrics from dnsmasq: read udp 182.0.0.1:53159->182.0.0.1:53: read: connection refused,2
378,Error getting metrics from dnsmasq: read udp 183.0.0.1:53159->183.0.0.1:53: read: connection refused,2
379,Error getting metrics from dnsmasq: read udp 184.0.0.1:53159->184.0.0.1:53: read: connection refused,2
380,Error getting metrics from dnsmasq: read udp 185.0.0.1:53159->185.0.0.1:53: read: connection refused,2
381,Error getting metrics from dnsmasq: read udp 186.0.0.1:53159->186.0.0.1:53: read: connection refused,2
382,Error getting metrics from dnsmasq: read udp 187.0.0.1:53159->187.0.0.1:53: read: connection refused,2
383,Error getting metrics from dnsmasq: read udp 188.0.0.1:53159->188.0.0.1:53: read: connection refused,2
384,Error getting metrics from dnsmasq: read udp 189.0.0.1:53159->189.0.0.1:53: read: connection refused,2
385,Error getting metrics from dnsmasq: read udp 190.0.0.1:53159->190.0.0.1:53: read: connection refused,2
386,Error getting metrics from dnsmasq: read udp 191.0.0.1:53159->191.0.0.1:53: read: connection refused,2
387,Error getting metrics from dnsmasq: read udp 192.0.0.1:53159->192.0.0.1:53: read: connection refused,2
388,Error getting metrics from dnsmasq: read udp 193.0.0.1:53159->193.0.0.1:53: read: connection refused,2
389,Error getting metrics from dnsmasq: read udp 194.0.0.1:53159->194.0.0.1:53: read: connection refused,2
390,Error getting metrics from dnsmasq: read udp 195.0.0.1:53159->195.0.0.1:53: read: connection refused,2
391,Error getting metrics from dnsmasq: read udp 196.0.0.1:53159->196.0.0.1:53: read: connection refused,2
392,Error getting metrics from dnsmasq: read udp 197.0.0.1:53159->197.0.0.1:53: read: connection refused,2
393,Error getting metrics from dnsmasq: read udp 198.0.0.1:53159->198.0.0.1:53: read: connection refused,2
394,Error getting metrics from dnsmasq: read udp 199.0.0.1:53159->199.0.0.1:53: read: connection refused,2
395,NameError: name 'abcd' is not defined,3
396,NameError: name 'abce' is not defined,3
397,NameError: name 'abcf' is not defined,3
398,NameError: name 'abcg' is not defined,3
399,NameError: name 'abch' is not defined,3
400,NameError: name 'abci' is not defined,3
401,NameError: name 'abcj' is not defined,3
402,NameError: name 'abck' is not defined,3
403,NameError: name 'abcl' is not defined,3
404,NameError: name 'abcm' is not defined,3
405,NameError: name 'abcn' is not defined,3
406,NameError: name 'abco' is not defined,3
407,NameError: name 'abcp' is not defined,3
408,NameError: name 'abcq' is not defined,3
409,NameError: name 'abcr' is not defined,3
410,NameError: name 'abcs' is not defined,3
411,NameError: name 'abct' is not defined,3
412,NameError: name 'abcu' is not defined,3
413,NameError: name 'abcv' is not defined,3
414,NameError: name 'abcw' is not defined,3
415,NameError: name 'abcx' is not defined,3
416,NameError: name 'abcy' is not defined,3
417,NameError: name 'abcz' is not defined,3
418,NameError: name 'abdc' is not defined,3
419,NameError: name 'abde' is not defined,3
420,NameError: name 'abdf' is not defined,3
421,NameError: name 'abdg' is not defined,3
422,NameError: name 'abdh' is not defined,3
423,NameError: name 'abdi' is not defined,3
424,NameError: name 'abdj' is not defined,3
425,NameError: name 'abdk' is not defined,3
426,NameError: name 'abdl' is not defined,3
427,NameError: name 'abdm' is not defined,3
428,NameError: name 'abdn' is not defined,3
429,NameError: name 'abdo' is not defined,3
430,NameError: name 'abdp' is not defined,3
431,NameError: name 'abdq' is not defined,3
432,NameError: name 'abdr' is not defined,3
433,NameError: name 'abds' is not defined,3
434,NameError: name 'abdt' is not defined,3
435,NameError: name 'abdu' is not defined,3
436,NameError: name 'abdv' is not defined,3
437,NameError: name 'abdw' is not defined,3
438,NameError: name 'abdx' is not defined,3
439,NameError: name 'abdy' is not defined,3
440,NameError: name 'abdz' is not defined,3
441,NameError: name 'abec' is not defined,3
442,NameError: name 'abed' is not defined,3
443,NameError: name 'abef' is not defined,3
444,NameError: name 'abeg' is not defined,3
445,NameError: name 'abeh' is not defined,3
446,NameError: name 'abei' is not defined,3
447,NameError: name 'abej' is not defined,3
448,NameError: name 'abek' is not defined,3
449,NameError: name 'abel' is not defined,3
450,NameError: name 'abem' is not defined,3
451,NameError: name 'aben' is not defined,3
452,NameError: name 'abeo' is not defined,3
453,NameError: name 'abep' is not defined,3
454,NameError: name 'abeq' is not defined,3
455,NameError: name 'aber' is not defined,3
456,NameError: name 'abes' is not defined,3
457,NameError: name 'abet' is not defined,3
458,NameError: name 'abeu' is not defined,3
459,NameError: name 'abev' is not defined,3
460,NameError: name 'abew' is not defined,3
461,NameError: name 'abex' is not defined,3
462,NameError: name 'abey' is not defined,3
463,NameError: name 'abez' is not defined,3
464,NameError: name 'abfc' is not defined,3
465,NameError: name 'abfd' is not defined,3
466,NameError: name 'abfe' is not defined,3
467,NameError: name 'abfg' is not defined,3
468,NameError: name 'abfh' is not defined,3
469,NameError: name 'abfi' is not defined,3
470,NameError: name 'abfj' is not defined,3
471,NameError: name 'abfk' is not defined,3
472,NameError: name 'abfl' is not defined,3
473,NameError: name 'abfm' is not defined,3
474,NameError: name 'abfn' is not defined,3
475,NameError: name 'abfo' is not defined,3
476,NameError: name 'abfp' is not defined,3
477,NameError: name 'abfq' is not defined,3
478,NameError: name 'abfr' is not defined,3
479,NameError: name 'abfs' is not defined,3
480,NameError: name 'abft' is not defined,3
481,NameError: name 'abfu' is not defined,3
482,NameError: name 'abfv' is not defined,3
483,NameError: name 'abfw' is not defined,3
484,NameError: name 'abfx' is not defined,3
485,NameError: name 'abfy' is not defined,3
486,NameError: name 'abfz' is not defined,3
487,NameError: name 'abgc' is not defined,3
488,NameError: name 'abgd' is not defined,3
489,NameError: name 'abge' is not defined,3
490,NameError: name 'abgf' is not defined,3
491,NameError: name 'abgh' is not defined,3
492,NameError: name 'abgi' is not defined,3
493,NameError: name 'abgj' is not defined,3
494,NameError: name 'abgk' is not defined,3
495,NameError: name 'abgl' is not defined,3
496,NameError: name 'abgm' is not defined,3
497,NameError: name 'abgn' is not defined,3
498,NameError: name 'abgo' is not defined,3
499,NameError: name 'abgp' is not defined,3
500,NameError: name 'abgq' is not defined,3
501,NameError: name 'abgr' is not defined,3
502,NameError: name 'abgs' is not defined,3
503,NameError: name 'abgt' is not defined,3
504,NameError: name 'abgu' is not defined,3
505,NameError: name 'abgv' is not defined,3
506,NameError: name 'abgw' is not defined,3
507,NameError: name 'abgx' is not defined,3
508,NameError: name 'abgy' is not defined,3
509,NameError: name 'abgz' is not defined,3
510,NameError: name 'abhc' is not defined,3
511,NameError: name 'abhd' is not defined,3
512,NameError: name 'abhe' is not defined,3
513,NameError: name 'abhf' is not defined,3
514,NameError: name 'abhg' is not defined,3
515,NameError: name 'abhi' is not defined,3
516,NameError: name 'abhj' is not defined,3
517,NameError: name 'abhk' is not defined,3
518,NameError: name 'abhl' is not defined,3
519,NameError: name 'abhm' is not defined,3
520,NameError: name 'abhn' is not defined,3
521,NameError: name 'abho' is not defined,3
522,NameError: name 'abhp' is not defined,3
523,NameError: name 'abhq' is not defined,3
524,NameError: name 'abhr' is not defined,3
525,NameError: name 'abhs' is not defined,3
526,NameError: name 'abht' is not defined,3
527,NameError: name 'abhu' is not defined,3
528,NameError: name 'abhv' is not defined,3
529,NameError: name 'abhw' is not defined,3
530,NameError: name 'abhx' is not defined,3
531,NameError: name 'abhy' is not defined,3
532,NameError: name 'abhz' is not defined,3
533,NameError: name 'abic' is not defined,3
534,NameError: name 'abid' is not defined,3
535,NameError: name 'abie' is not defined,3
536,NameError: name 'abif' is not defined,3
537,NameError: name 'abig' is not defined,3
538,NameError: name 'abih' is not defined,3
539,NameError: name 'abij' is not defined,3
540,NameError: name 'abik' is not defined,3
541,NameError: name 'abil' is not defined,3
542,NameError: name 'abim' is not defined,3
543,NameError: name 'abin' is not defined,3
544,NameError: name 'abio' is not defined,3
